objectid,park,park_no,bldg_id,bldg_name,category,bldg_type,field_house_class,status,year_built,stories,building_sqft,owner,address,ward,community,lat,lon,provenance,source
1,GRANT (ULYSSES),24,0024-19,Buckingham North Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,300 S Columbus,42,LOOP,41.876782,-87.619283,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
2,GRANT (ULYSSES),24,0024-20,Fountain Cafe,other,CONCESSION,,ACTIVE,,1,,CPD,301 S Columbus Dr,42,LOOP,41.876792,-87.618668,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
3,GRANT (ULYSSES),24,0024-21,Buckingham South Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,300 S Columbus,42,LOOP,41.874828,-87.619241,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
4,GRANT (ULYSSES),24,0024-22,Buckingham South Concession,other,CONCESSION,,ACTIVE,,1,,CPD,300 S Columbus,42,LOOP,41.874817,-87.618617,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
5,GRANT (ULYSSES),24,0024-23,Queen's Landing Concession,other,CONCESSION,,ACTIVE,,1,,CPD,300 S Lake Shore Dr,42,LOOP,41.875432,-87.616403,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
6,WASHINGTON (HAROLD),494,0494-01,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,5,HYDE PARK,41.801005,-87.583448,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
7,LINCOLN (ABRAHAM),100,0100-82,Fullerton Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,43,LINCOLN PARK,41.927473,-87.631213,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
8,GRANT (ULYSSES),24,0024-16,Museum Campus Concession & Comfort Station,other,CONCESSION,,ACTIVE,,1,,CPD,Between Field Museum & Shedd Aquarium,4,NEAR SOUTH SIDE,41.866484,-87.614657,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
9,BURNHAM (DANIEL),27,0027-03,43rd Street Pedestrian Bridge,other,OTHER,,ACTIVE,,,,OTHER,,4,OAKLAND,41.817158,-87.595716,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
10,BURNHAM (DANIEL),27,0027-11,49th Street Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,5,KENWOOD,41.806643,-87.585011,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
11,EDISON (THOMAS ALVA),62,0062-01,Edison Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1907,2,8955,CPD,6755 N NORTHWEST HWY,41,EDISON PARK,42.004063,-87.817614,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
12,GLADSTONE (WILLIAM),93,0093-01,Gladstone Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1930,1,3220,CPD,5421 N MENARD AVE,45,JEFFERSON PARK,41.979295,-87.772933,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
13,LA FOLLETTE (ROBERT),201,0201-02,La Follette Park Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1929,2,64955,CPD,1333 N LARAMIE AVE,37,AUSTIN,41.905009,-87.755058,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
14,COLUMBUS (CHRISTOPHER),209,0209-01,Columbus Park Refectory,other,HISTORIC,,ACTIVE,1922,2,21325,CPD,5701 W JACKSON BLVD,29,AUSTIN,41.876506,-87.768526,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
15,HORNER (HENRY),228,0228-02,Horner Park Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1956,2,41426,CPD,2741 W MONTROSE AVE,33,IRVING PARK,41.960588,-87.697682,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
16,PASTEUR (LOUIS),247,0247-01,Pasteur Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1956,1,,CPD,5825 S KOSTNER AVE,13,WEST ELSDON,41.787853,-87.731692,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
17,BEVERLY,254,0254-01,Beverly Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,,1,870,CPD,2460 W 102ND,19,BEVERLY,41.708222,-87.683669,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
18,COLE (NAT KING),270,0270-01,Cole Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1963,1,,CPD,8500 S DR MARTIN LUTHER KING JR DR,6,CHATHAM,41.739835,-87.615426,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
19,"KING (MARTIN LUTHER, JR.)",334,0334-01,King Family Entertainment Center,field_house,FIELDHOUSE AA,AA,ACTIVE,2005,1,35600,CPD,1219 W 76TH ST,17,AUBURN GRESHAM,41.755684,-87.654553,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
20,BRADLEY (JOSEPHINE),1004,1004-01,Bradley Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1958,1,,CPD,9727 S YATES AVE,10,SOUTH DEERING,41.718062,-87.564348,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
21,KENWOOD COMM.,1010,1010-01,Kenwood Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1950,1,,CPD,1330 E 50TH ST,4,KENWOOD,41.805632,-87.593321,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
22,BARRETT (JOHN),1022,1022-01,Barrett Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1907,1,,CPD,2008 W CERMAK RD,25,LOWER WEST SIDE,41.852436,-87.676314,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
23,GROSS (THEODORE),1031,1031-01,Gross Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1947,1,1805,CPD,2708 W LAWRENCE AVE,40,LINCOLN SQUARE,41.968693,-87.696668,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
24,KEDVALE,1039,1039-01,Kedvale Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1931,1,,CPD,4134 W HIRSCH ST,26,HUMBOLDT PARK,41.906383,-87.730433,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
25,MOORE (MAURICE),1050,1050-01,Moore Park Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,1947,1,,CPD,5085 W ADAMS ST,28,AUSTIN,41.878067,-87.752741,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
26,MCKIERNAN (DAVID),1060,1060-01,McKiernan Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1953,1,1455,CPD,10714 S SAWYER AVE,19,MOUNT GREENWOOD,41.698361,-87.702477,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
28,WENTWORTH (JOHN),238,0238-03,Warming Hut,other,SHELTER,,ACTIVE,2013,1,,CPD,5626 S Mobile Ave,13,GARFIELD RIDGE,41.789696,-87.779941,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
29,HIAWATHA,229,0229-02,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,8000 W CORNELIA AVE,38,DUNNING,41.943297,-87.827023,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
30,METCALFE (RALPH),448,0448-01,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,4210 S STATE ST,3,GRAND BOULEVARD,41.817954,-87.626762,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
31,COTTON TAIL,480,0480-01,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,3,NEAR SOUTH SIDE,41.862095,-87.628976,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
32,FOSTER (J. FRANK),26,0026-04,Southwest Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,21,AUBURN GRESHAM,41.741713,-87.661047,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
33,LOYOLA,115,0115-06,Farwell Avenue Breakwater Light,other,HARBOR BUILDING,,ACTIVE,,,,CITY,,49,,42.006876,-87.655225,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
34,LINCOLN (ABRAHAM),100,0100-88,Wilson Avenue Breakwater Light,other,HARBOR BUILDING,,ACTIVE,,,,CITY,,46,UPTOWN,41.96867,-87.630993,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
35,LINCOLN (ABRAHAM),100,0100-89,Montrose Beach Light,other,HARBOR BUILDING,,ACTIVE,,,,CITY,,46,UPTOWN,41.965439,-87.6375,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
36,LINCOLN (ABRAHAM),100,0100-90,Belmont Harbor Inner Light,other,HARBOR BUILDING,,ACTIVE,,,,CITY,,44,LAKE VIEW,41.943049,-87.635764,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
37,LINCOLN (ABRAHAM),100,0100-91,North Avenue Jetty Light,other,HARBOR BUILDING,,ACTIVE,,,,CITY,,43,LINCOLN PARK,41.914588,-87.620215,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
38,JACKSON (ANDREW),19,0019-15,South Shore Yacht Club,other,YACHT CLUB,,ACTIVE,,,,OTHER,,5,WOODLAWN,41.7794,-87.579021,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
39,JACKSON (ANDREW),19,0019-24,Service Yard,other,MAINTENANCE,,ACTIVE,,,,CPD,1625 E HAYES DR,5,WOODLAWN,41.780183,-87.585344,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
40,JACKSON (ANDREW),19,0019-27,MSI - Henry Crown Space Center & Omnimax Theater,museum,MUSEUM,,ACTIVE,,,,OTHER,,5,HYDE PARK,41.790365,-87.581165,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
41,GRANT (ULYSSES),24,0024-25,Monroe Concession,other,CONCESSION,,ACTIVE,,1,,CPD,LSD & Monroe,42,LOOP,41.880768,-87.616937,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
42,BURNHAM (DANIEL),27,0027-14,,other,UNIDENTIFIED,,ACTIVE,,1,,CPD,South End of Burnham Harbor Parking Lot,4,NEAR SOUTH SIDE,41.858855,-87.612461,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
43,ADDAMS (JANE) MEML.,1224,1224-01,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,42,NEAR NORTH SIDE,41.892306,-87.612914,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
44,LINCOLN (ABRAHAM),100,0100-92,,other,UNIDENTIFIED,,ACTIVE,,1,,CPD,SE of Castaways,43,LINCOLN PARK,41.913163,-87.623108,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
45,LINCOLN (ABRAHAM),100,0100-93,,other,CONCESSION,,ACTIVE,,1,,CPD,,43,LINCOLN PARK,41.915732,-87.627084,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
46,LINCOLN (ABRAHAM),100,0100-94,Diversey Harbor Building,other,HARBOR BUILDING,,ACTIVE,,1,,CPD,2500 N CANNON DR,43,LINCOLN PARK,41.928256,-87.634179,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
47,LINCOLN (ABRAHAM),100,0100-95,Diversey Harbor Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,43,LINCOLN PARK,41.929943,-87.635062,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
48,JACKSON (ANDREW),19,0019-11,Museum Court Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,"Science Dr., W of LSD",5,HYDE PARK,41.789558,-87.580237,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
49,SEWARD (WILLIAM),108,0108-02,Clock Tower,other,OTHER,,ACTIVE,2000,,,CHA,,27,NEAR NORTH SIDE,41.903534,-87.639141,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
50,WASHINGTON (GEORGE),21,0021-15,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,NW of Ballfield #5,4,WASHINGTON PARK,41.799521,-87.612228,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
51,MANDRAKE (HENRY BROWN),504,0504-01,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,4,GRAND BOULEVARD,41.823299,-87.60752,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
52,UNITY,293,0293-02,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,35,LOGAN SQUARE,41.930484,-87.712748,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
53,PARK NO. 538,538,0538-01,Baseball Stadium at Devon & Kedzie,stadium,STADIUM,,ACTIVE,,1,,OTHER,6404 N KEDZIE,50,,41.998148,-87.709597,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
54,LINCOLN (ABRAHAM),100,0100-83,Caffe Oliva,other,CONCESSION,,ACTIVE,,1,,CPD,Ohio Street Beach,42,NEAR NORTH SIDE,41.893132,-87.613602,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
55,LINCOLN (ABRAHAM),100,0100-84,Oak Street Beachstro,other,CONCESSION,,ACTIVE,,1,,CPD,1001 N Lake Shore Dr,2,NEAR NORTH SIDE,41.901761,-87.621911,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
56,WHITE (JESSE),560,560-01,Jesse White Community Center & Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,2014,2,,CPD,410 W CHICAGO AVE,27,NEAR NORTH SIDE,41.897108,-87.639428,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
57,LINCOLN (ABRAHAM),100,0100-80,North Pond,other,CONCESSION,,ACTIVE,,1,,CPD,2610 N CANNON DR,43,LINCOLN PARK,41.929875,-87.63744,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
58,LINCOLN (ABRAHAM),100,0100-74,Osterman Beach House,field_house,FIELDHOUSE BH2,BH2,ACTIVE,2010,1,,CPD,5800 N LAKE SHORE DR,48,EDGEWATER,41.986153,-87.652857,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
59,LINCOLN (ABRAHAM),100,0100-35,"LP Zoo - Chimpanzees, Gorillas",other,ZOO BUILDING,,ACTIVE,2005,,,OTHER,2101 N LINCOLN PARK,43,LINCOLN PARK,41.92021,-87.631998,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
60,LINCOLN (ABRAHAM),100,0100-77,Webster Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,43,LINCOLN PARK,41.921426,-87.629457,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
61,LINCOLN (ABRAHAM),100,0100-78,Montrose Stone Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,46,UPTOWN,41.964598,-87.635295,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
62,LINCOLN (ABRAHAM),100,0100-79,Oak Street Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,2,NEAR NORTH SIDE,41.901917,-87.622032,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
63,JONES (MARY RICHARDSON),479,0479-01,Shelter,other,SHELTER,,ACTIVE,2000,,,CPD,,3,NEAR SOUTH SIDE,41.866359,-87.62904,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
64,LINCOLN (ABRAHAM),100,0100-41,LP Zoo - Main Barn,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.917,-87.633685,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
65,LINCOLN (ABRAHAM),100,0100-50,LP Zoo - Zoo Gateway Pavilion,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.922101,-87.632861,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
66,LINCOLN (ABRAHAM),100,0100-64,Montrose Beach House Concession,other,CONCESSION,,ACTIVE,,1,,CPD,,46,UPTOWN,41.964741,-87.635646,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
67,LINCOLN (ABRAHAM),100,0100-71,LP Zoo - Dairy Barn,other,ZOO BUILDING,,ACTIVE,,,,OTHER,,43,LINCOLN PARK,41.917736,-87.633631,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
68,KOSCIUSZKO (THADEUZ),120,0120-02,Kosciuszko Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1936,2,26947,CPD,2732 N AVERS AVE,31,LOGAN SQUARE,41.930952,-87.723839,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
69,BLACKHAWK,122,0122-01,Blackhawk Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1926,1,31475,CPD,2318 N LAVERGNE AVE,36,BELMONT CRAGIN,41.922899,-87.751873,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
70,LINCOLN (ABRAHAM),100,0100-85,Nature Boardwalk Peoples Gas Education Pavilion,other,SPECIAL,,ACTIVE,2010,1,,OTHER,,43,LINCOLN PARK,41.917843,-87.632367,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
71,LINCOLN (ABRAHAM),100,0100-86,Rustic Shelter,other,SHELTER,,ACTIVE,1883,1,,CPD,2622 N STOCKTON DR,43,LINCOLN PARK,41.929047,-87.638517,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
72,PARK NO. 517,517,0517-01,Pergola,other,SHELTER,,ACTIVE,,1,,CPD,,48,EDGEWATER,41.989776,-87.655749,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
73,COLUMBUS (CHRISTOPHER),209,0209-04,Club House,other,GOLF BUILDING,,ACTIVE,1963,1,,CPD,,29,AUSTIN,41.876306,-87.76933,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
74,COLUMBUS (CHRISTOPHER),209,0209-11,Athletic Building,other,HISTORIC,,ACTIVE,,1,,CPD,(west of fieldhouse),29,AUSTIN,41.873893,-87.766203,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
75,CONNORS (WILLIAM),1200,1200-01,Argo Tea Cafe,other,CONCESSION,,ACTIVE,2013,1,,CPD,871 N WABASH AVE,42,NEAR NORTH SIDE,41.898547,-87.62671,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
76,LINCOLN (ABRAHAM),100,0100-96,Gazebo,other,SHELTER,,ACTIVE,,,,CPD,Michigan & LSD,2,NEAR NORTH SIDE,41.901189,-87.623372,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
77,AUBURN,1203,1203-01,Comfort Station,other,COMFORT STATION,,,,1,,CPD,406 W WINNECONNA,17,GREATER GRAND CROSSING,41.752925,-87.634641,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
78,DOUGLASS (ANNA & FREDERICK),218,0218-08,West Pergola,other,SHELTER,,ACTIVE,,,,CPD,,24,NORTH LAWNDALE,41.855796,-87.699597,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
79,DOUGLASS (ANNA & FREDERICK),218,0218-09,East Pergola,other,SHELTER,,ACTIVE,,,,CPD,,12,NORTH LAWNDALE,41.855802,-87.698886,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
80,LINCOLN (ABRAHAM),100,0100-99,Concession,other,CONCESSION,,ACTIVE,,,,OTHER,600 W MONTROSE,46,UPTOWN,41.963833,-87.638162,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
81,PARK NO. 576,576,0576-01,,other,UTILITY STRUCTURE,,ACTIVE,,,,OTHER,,10,HEGEWISCH,41.648197,-87.567332,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
82,LINCOLN (ABRAHAM),100,0100-97,North Parking Lot Building,other,OTHER,,ACTIVE,,1,,OTHER,,43,LINCOLN PARK,41.914697,-87.632657,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
83,LINCOLN (ABRAHAM),100,0100-98,South Parking Lot Building,other,OTHER,,ACTIVE,,1,,OTHER,,43,LINCOLN PARK,41.913602,-87.632665,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
84,JACKSON (ANDREW),19,0019-32,CTA Turnaround Building,other,UTILITY STRUCTURE,,ACTIVE,,1,,CTA,67th & LSD,5,WOODLAWN,41.773695,-87.568037,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
85,LA VILLITA,553,0553-01,Comfort Station,other,COMFORT STATION,,ACTIVE,2014,1,,CPD,,12,SOUTH LAWNDALE,41.84077,-87.701796,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
86,LA VILLITA,553,0553-02,Concession,other,CONCESSION,,ACTIVE,2014,1,,CPD,,12,SOUTH LAWNDALE,41.840767,-87.701969,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
87,SOUTH LAKEVIEW,290,0290-01,Gazebo,other,SHELTER,,ACTIVE,2007,1,,CPD,,32,LAKE VIEW,41.933598,-87.661385,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
88,BURNHAM (DANIEL),27,0027-15,31st St Harbor Building,other,HARBOR BUILDING,,ACTIVE,2012,1,,CPD,3155 S LAKE SHORE DR,4,DOUGLAS,41.836808,-87.60617,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
89,ADDAMS (JANE) MEML.,1224,1224-02,Frutalia Italian Ice,other,CONCESSION,,ACTIVE,,1,,OTHER,,42,NEAR NORTH SIDE,41.89216,-87.611846,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
90,ABBOTT (ROBERT),259,0259-01,Bath House,pool,POOL BUILDING,,ACTIVE,1951,1,4400,CPD,49 E 95TH ST,9,ROSELAND,41.721164,-87.622114,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
91,ABBOTT (ROBERT),259,0259-02,Abbott Park Satellite Senior Center,field_house,FIELDHOUSE C,C,ACTIVE,2004,1,,CPD,,9,ROSELAND,41.721073,-87.621779,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
92,ABBOTT (ROBERT),259,0259-03,Abbott Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1950,1,,CPD,31 E 95TH ST,9,ROSELAND,41.721505,-87.62219,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
93,ADA (SAWYER GARRETT),45,0045-01,Ada Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1940,2,39548,CPD,11250 S ADA ST,34,MORGAN PARK,41.688196,-87.656046,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
94,ADAMS (GEORGE & ADELE),1019,1019-01,Pump Station,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,43,LINCOLN PARK,41.917133,-87.654992,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
95,ADAMS (GEORGE & ADELE),1019,1019-02,Adams Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,,1,1991,CPD,1910 N KENMORE AVE,43,LINCOLN PARK,41.916489,-87.655024,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
96,ALTGELD (JOHN),206,0206-01,Bath House,pool,POOL BUILDING,,ACTIVE,1919,1,1085,CPD,531 N WASHTENAW AVE,28,EAST GARFIELD PARK,41.87403,-87.693079,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
97,ALTGELD (JOHN),206,0206-02,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,28,EAST GARFIELD PARK,41.874733,-87.693115,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
98,ALTGELD (JOHN),206,0206-03,Filter Building,pool,POOL BUILDING,,ACTIVE,1995,,432,CPD,,28,EAST GARFIELD PARK,41.874129,-87.693534,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
99,ALTGELD (JOHN),206,0206-04,Altgeld Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1929,1,23660,CPD,515 S WASHTENAW AVE,28,EAST GARFIELD PARK,41.874385,-87.693297,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
100,AMUNDSEN (ROALD),129,0129-01,Storage Shed,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,29,AUSTIN,41.913821,-87.779705,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
101,AMUNDSEN (ROALD),129,0129-02,Amundsen Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1969,1,30100,CPD,6200 W BLOOMINGDALE AVE,29,AUSTIN,41.913301,-87.780236,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
